time,means,sd,se
4555,74.67014476,14.29022425,4.763408083
4557,74.61178494,14.3995961,4.799865368
4559,74.632949,14.34314328,4.781047759
4561,74.71793825,14.30913766,4.769712553
4563,74.65438329,14.26802922,4.756009741
4565,74.6928325,14.32226186,4.774087287
4567,74.72938497,14.34962506,4.783208353
4569,74.739641,14.28977855,4.763259516
4571,74.70670769,14.332324,4.777441334
4573,74.70307459,14.33198735,4.777329118
4575,74.72079383,14.34994263,4.783314209
4577,74.78698296,14.32366556,4.774555188
4579,74.81289413,14.3402134,4.780071134
4581,74.82209195,14.2950513,4.765017101
4583,74.77414331,14.32176949,4.773923162
4585,74.79186255,14.33575306,4.778584352
4587,74.790569,14.33229457,4.777431523
4589,74.77263707,14.32781123,4.775937076
4591,74.84022262,14.33450311,4.778167703
4593,74.86083754,14.32017549,4.77339183
4595,74.85802554,14.34135311,4.780451038
4597,74.86627325,14.33876455,4.779588185
4599,74.85720094,14.36975382,4.789917941
4601,74.86274474,14.36306187,4.787687289
4603,74.87130974,14.41866885,4.80622295
4605,74.88795509,14.40323328,4.801077759
4607,74.87650139,14.33494966,4.778316553
4609,74.95234685,14.37723416,4.792411388
4611,74.94291018,14.42886837,4.80962279
4613,74.94070138,14.41533384,4.805111279
4615,75.02833526,14.39303365,4.797677882
4617,75.0016919,14.34680332,4.782267775
4619,75.03214096,14.46383423,4.821278078
4621,75.06236513,14.48202431,4.827341435
4623,75.10962515,14.39622089,4.798740298
4625,75.09922965,14.39720164,4.799067213
4627,75.06451466,14.4279715,4.809323832
4629,75.13029062,14.40870434,4.802901446
4631,75.15191667,14.48435774,4.828119245
4633,75.15203871,14.48541067,4.828470225
4635,75.16668445,14.52825817,4.842752724
4637,75.12541278,14.46757442,4.822524806
4639,75.14593704,14.47838856,4.82612952
4641,75.13598261,14.48318081,4.827726935
4643,75.15539114,14.52584916,4.84194972
4645,75.15161159,14.50523591,4.835078636
4647,75.18679903,14.45968992,4.81989664
4649,75.26445407,14.50045951,4.833486502
4651,75.2925043,14.53085566,4.843618554
4653,75.30968834,14.54123759,4.847079196
4655,75.27474671,14.49796876,4.832656252
4657,75.31974389,14.49341054,4.831136846
4659,75.37171963,14.52159254,4.840530846
4661,75.4234914,14.54065119,4.846883728
4663,75.47248081,14.56529647,4.855098823
4665,75.43529376,14.52811006,4.842703354
4667,75.39338926,14.52234359,4.840781196
4669,75.44368094,14.48728357,4.829094524
4671,75.43165194,14.48792176,4.829307255
4673,75.46296918,14.43321831,4.811072769
4675,75.47901133,14.48124919,4.827083063
4677,75.480929,14.55073881,4.850246269
4679,75.47823381,14.59736648,4.865788826
4681,75.51344042,14.57730715,4.859102383
4683,75.56247167,14.46912173,4.823040577
4685,75.52546594,14.51904535,4.839681782
4687,75.51667779,14.52788726,4.842629086
4689,75.52243428,14.50830748,4.836102493
4691,75.5691591,14.50334809,4.834449365
4693,75.60606198,14.55857115,4.85285705
4695,75.59152084,14.58731168,4.862437228
4697,75.6133526,14.55061715,4.850205717
4699,75.59201769,14.61300488,4.871001627
4701,75.57144635,14.64239725,4.880799082
4703,75.59789098,14.5827768,4.860925598
4705,75.68866634,14.57596696,4.858655653
4707,75.72846141,14.5291156,4.843038532
4709,75.68287325,14.52307674,4.84102558
4711,75.73442361,14.53670113,4.845567042
4713,75.68825492,14.5407744,4.8469248
4715,75.66881675,14.55081513,4.850271711
4717,75.66829026,14.58069526,4.860231754
4719,75.76021274,14.55493871,4.851646236
4721,75.79070887,14.56691885,4.855639615
4723,75.76112974,14.5703227,4.856774233
4725,75.70443131,14.55254912,4.850849707
4727,75.7515292,14.58500428,4.861668093
4729,75.81975106,14.57880864,4.859602881
4731,75.81474247,14.60494191,4.868313968
4733,75.91199955,14.65138826,4.883796085
4735,75.90101829,14.56438152,4.854793841
4737,75.88815075,14.62143379,4.873811264
4739,75.87597705,14.61121863,4.870406209
4741,75.88534921,14.61076324,4.870254412
4743,75.85970826,14.59334893,4.864449643
4745,75.91784494,14.58762048,4.862540161
4747,75.91023878,14.58487002,4.861623341
4749,75.88723375,14.64536369,4.881787895
4751,75.90876043,14.65323425,4.884411415
4753,75.91461629,14.65456336,4.884854454
4755,75.94281296,14.66414698,4.888048994
4757,75.98294624,14.69398861,4.897996203
4759,75.9671098,14.66531403,4.888438009
4761,76.03123309,14.69710381,4.899034602
4763,76.0455476,14.60989966,4.869966553
4765,76.07611346,14.6485524,4.882850799
4767,76.03488188,14.62910104,4.876367014
4769,75.98620976,14.71118847,4.90372949
4771,75.99799992,14.70758711,4.902529035
4773,76.04597646,14.67869064,4.892896878
4775,76.07959664,14.70999379,4.903331263
4777,76.13943133,14.6954874,4.898495801
4779,76.09443764,14.68814108,4.896047026
4781,76.11285072,14.70611449,4.902038163
4783,76.14913298,14.7430454,4.914348465
4785,76.06224699,14.7287419,4.909580633
4787,76.11367706,14.75635962,4.918786539
4789,76.08883282,14.75924122,4.919747074
4791,76.07066031,14.76841831,4.922806104
4793,76.14206202,14.79057929,4.930193097
4795,76.19352173,14.75583582,4.918611942
4797,76.21296861,14.78050284,4.926834281
4799,76.21783426,14.68294705,4.894315683
4801,76.23226731,14.71315751,4.904385838
4803,76.22251336,14.76065091,4.920216971
4805,76.20619751,14.75640099,4.918800329
4807,76.22494531,14.75247211,4.917490702
4809,76.25639156,14.68195691,4.893985636
4811,76.2897607,14.74390082,4.914633607
4813,76.25436581,14.79139169,4.930463898
4815,76.25144398,14.79196942,4.930656472
4817,76.32544151,14.71610728,4.905369093
4819,76.31769239,14.75556184,4.918520613
4821,76.28136307,14.73811924,4.912706414
4823,76.34766029,14.79173005,4.930576684
4825,76.35836261,14.7743983,4.924799432
4827,76.33591022,14.77782,4.925940001
4829,76.37383121,14.71842932,4.906143107
4831,76.3621195,14.70761595,4.902538651
4833,76.36917825,14.75559658,4.918532192
4835,76.39289456,14.78855838,4.92951946
4837,76.31558121,14.80133784,4.933779279
4839,76.34095369,14.81216091,4.937386969
4841,76.37196061,14.79308967,4.931029892
4843,76.42870786,14.72836029,4.90945343
4845,76.46603785,14.78400459,4.928001531
4847,76.45766462,14.79859772,4.932865908
4849,76.4391295,14.81118729,4.93706243
4851,76.41903584,14.91099372,4.97033124
4853,76.42193501,14.96140597,4.987135324
4855,76.44776075,14.85857046,4.952856819
4857,76.46782303,14.80326624,4.934422079
4859,76.5277013,14.80538768,4.935129227
4861,76.57706029,14.78772439,4.929241463
4863,76.53494833,14.80946205,4.936487349
4865,76.56158124,14.8016626,4.933887532
4867,76.53672479,14.86692759,4.955642529
4869,76.51457748,14.85259935,4.95086645
4871,76.58142909,14.80740639,4.935802131
4873,76.66789493,14.77572873,4.925242909
4875,76.7321141,14.83169345,4.943897818
4877,76.63518303,14.90320008,4.967733361
4879,76.66034281,14.80592566,4.935308554
4881,76.63912819,14.81475866,4.938252887
4883,76.63468792,14.8312471,4.943749033
4885,76.68884631,14.80134393,4.933781309
4887,76.68684671,14.76189376,4.920631253
4889,76.70327414,14.78588125,4.928627083
4891,76.72812884,14.79324796,4.931082655
4893,76.72082079,14.81402165,4.938007216
4895,76.68722327,14.84170235,4.947234117
4897,76.66691692,14.85404937,4.95134979
4899,76.72589215,14.79844864,4.932816212
4901,76.73233028,14.80782957,4.935943189
4903,76.73743476,14.8446834,4.948227799
4905,76.77671729,14.83580727,4.945269089
4907,76.77502277,14.85722729,4.952409095
4909,76.80989989,14.87556221,4.958520738
4911,76.79235499,14.85795876,4.952652919
4913,76.77777549,14.86561846,4.955206153
4915,76.78821108,14.90091569,4.966971898
4917,76.85729415,14.85491664,4.951638881
4919,76.85017438,14.82961779,4.943205929
4921,76.82363039,14.8258106,4.941936866
4923,76.79810799,14.88501893,4.961672977
4925,76.81042289,14.93858333,4.979527776
4927,76.8386893,14.911949,4.970649667
4929,76.81478994,14.8414109,4.947136968
4931,76.82797652,14.80480515,4.934935051
4933,76.88906815,14.87120989,4.957069962
4935,76.92788346,14.89494949,4.964983164
4937,76.96928066,14.84967438,4.949891461
4939,76.93662628,14.8016772,4.933892401
4941,76.95914492,14.82527211,4.94175737
4943,76.98111963,14.82550575,4.94183525
4945,76.98634266,14.86059828,4.95353276
4947,76.95805359,14.86780766,4.955935886
4949,77.00107208,14.88121122,4.96040374
4951,76.98373986,14.85644593,4.952148645
4953,76.98699292,14.7606218,4.920207268
4955,76.93932147,14.81531175,4.938437249
4957,76.94392213,14.79312444,4.93104148
4959,76.95749747,14.83848498,4.946161662
4961,76.95205304,14.89203664,4.964012212
4963,76.99032269,14.81315527,4.937718424
4965,77.03862348,14.84435729,4.948119097
4967,77.00547574,14.87606733,4.958689109
4969,77.00199954,14.88238653,4.960795508
4971,77.06446317,14.89697353,4.965657842
4973,77.02886953,14.90339939,4.967799795
4975,76.99889989,14.9325909,4.9775303
4977,77.05282816,14.92543857,4.975146189
4979,77.12625388,14.9140345,4.971344835
4981,77.07814311,14.80339684,4.934465614
4983,77.08618859,14.90422418,4.968074728
4985,77.06844494,14.91730559,4.972435198
4987,77.04070851,14.88084683,4.960282278
4989,77.08375838,14.89218081,4.964060268
4991,77.10292808,14.87652385,4.958841283
4993,77.10687847,14.92025473,4.973418244
4995,77.06627101,14.89547672,4.965158907
4997,77.07904267,14.90103209,4.967010698
4999,77.0884619,14.88745378,4.962484592
5001,77.09618312,14.93206083,4.977353611
5003,77.07706573,14.87635135,4.958783784
5005,77.10455286,14.87367051,4.957890171
5007,77.14045856,14.87259661,4.957532205
5009,77.18367753,14.86025387,4.953417956
5011,77.1748214,14.85429029,4.951430096
5013,77.12386551,14.83292082,4.944306939
5015,77.12459422,14.87394405,4.957981351
5017,77.22459008,14.84431998,4.948106659
5019,77.16544401,14.85735296,4.952450985
5021,77.18145827,14.91901782,4.973005939
5023,77.21073581,14.94402769,4.981342565
5025,77.20047455,14.89023332,4.963411106
5027,77.20465332,14.89322686,4.964408952
5029,77.19580242,14.85953001,4.953176669
5031,77.21589259,14.84394321,4.947981072
5033,77.26893176,14.83273273,4.944244242
5035,77.2629591,14.80806109,4.936020363
5037,77.25221494,14.82340298,4.941134327
5039,77.24363251,14.79278649,4.93092883
5041,77.2873832,14.78545847,4.928486157
5043,77.31610288,14.86373609,4.954578695
5045,77.27692495,14.93891985,4.979639949
5047,77.15785354,14.88168122,4.960560406
5049,77.18584275,14.91106821,4.970356069
5051,77.22808023,14.85832574,4.952775246
5053,77.2588152,14.84879565,4.949598549
5055,77.26573449,14.91749812,4.972499374
5057,77.33149128,14.8869148,4.962304933
5059,77.279723,14.87225445,4.95741815
5061,77.29213902,14.84539205,4.948464018
5063,77.35831944,14.91633085,4.972110283
5065,77.39200064,14.85911993,4.953039976
5067,77.38540038,14.83888651,4.946295503
5069,77.36574778,14.84232315,4.947441049
5071,77.39325235,14.81055144,4.936850479
5073,77.38515631,14.85828914,4.952763046
5075,77.37725378,14.86408595,4.954695315
5077,77.34562623,14.88830807,4.962769357
5079,77.29646946,14.85408024,4.951360079
5081,77.29232904,14.89538424,4.96512808
5083,77.40679456,14.86028122,4.953427073
5085,77.50173301,14.87235296,4.957450988
5087,77.39927382,14.83656931,4.945523102
5089,77.40711882,14.80811178,4.936037261
5091,77.44424311,14.81398397,4.937994657
5093,77.42977344,14.76806785,4.922689283
5095,77.38462111,14.8072331,4.935744366
5097,77.42115091,14.85788487,4.952628291
5099,77.49178032,14.81355741,4.937852471
5101,77.50987786,14.79979422,4.933264741
5103,77.50993888,14.84130617,4.947102058
5105,77.47530931,14.81932147,4.939773822
5107,77.42307555,14.76751904,4.922506348
5109,77.48049049,14.77006979,4.923356595
5111,77.42363691,14.79506091,4.931686971
5113,77.43612266,14.79520561,4.931735204
5115,77.4346077,14.82659601,4.94219867
5117,77.44805926,14.78976625,4.929922084
5119,77.53955811,14.81007377,4.936691255
5121,77.52813405,14.84736381,4.949121271
5123,77.5514982,14.81943511,4.939811703
5125,77.53214023,14.70840024,4.902800082
5127,77.53130866,14.7671758,4.922391932
5129,77.46213668,14.8257139,4.941904635
5131,77.49099059,14.73999051,4.913330169
5133,77.50567817,14.8208974,4.940299133
5135,77.51072164,14.75985864,4.91995288
5137,77.5056067,14.79870081,4.932900271
5139,77.53195021,14.78122423,4.927074743
5141,77.5929721,14.82896885,4.942989617
5143,77.59036931,14.82833685,4.942778949
5145,77.5996142,14.80328244,4.93442748
5147,77.58769852,14.84086216,4.946954055
5149,77.48819951,14.7660025,4.922000832
5151,77.46030444,14.76699643,4.922332143
5153,77.4594903,14.78861633,4.929538776
5155,77.50228216,14.76849776,4.922832587
5157,77.51752935,14.71885519,4.906285064
5159,77.54276062,14.79434225,4.931447416
5161,77.54268914,14.78560086,4.928533619
5163,77.53492608,14.73830087,4.912766958
5165,77.60102107,14.68338906,4.894463019
5167,77.57019022,14.71696413,4.90565471
5169,77.5248775,14.73885328,4.912951093
5171,77.59254324,14.73573519,4.911911731
5173,77.67901083,14.69499573,4.898331909
5175,77.72261509,14.6777989,4.892599632
5177,77.71073601,14.7426536,4.914217868
5179,77.61953179,14.71401464,4.904671547
5181,77.62137449,14.72334572,4.907781908
5183,77.66608402,14.68873375,4.896244585
5185,77.64384606,14.66478136,4.888260454
5187,77.56809125,14.75126808,4.917089361
5189,77.55752142,14.7504432,4.9168144
5191,77.57916665,14.73385601,4.911285336
5193,77.57874825,14.7535352,4.917845065
5195,77.61663611,14.72584959,4.908616531
5197,77.59428309,14.66884657,4.889615522
5199,77.59379321,14.70122584,4.900408612
5201,77.5773867,14.71795815,4.905986049
5203,77.56272701,14.73550716,4.91183572
5205,77.57782254,14.75434631,4.918115438
5207,77.66341149,14.66657669,4.888858896
5209,77.65648174,14.6758909,4.891963634
5211,77.61329065,14.71058746,4.903529153
5213,77.66770183,14.76061618,4.920205393
5215,77.67023664,14.75505672,4.918352239
5217,77.69255653,14.73693557,4.912311857
5219,77.65637191,14.7188776,4.906292534
5221,77.69773075,14.71910861,4.906369538
5223,77.79144189,14.63641839,4.87880613
5225,77.71932542,14.63632172,4.878773907
5227,77.73608059,14.69854877,4.899516258
5229,77.69448815,14.7296919,4.909897301
5231,77.69160293,14.69861888,4.899539627
5233,77.73555236,14.72983124,4.909943746
5235,77.75025564,14.73008478,4.91002826
5237,77.7832674,14.71828241,4.906094135
5239,77.70179794,14.67834728,4.892782427
5241,77.6629373,14.74250558,4.914168526
5243,77.71653434,14.74319888,4.914399626
5245,77.72205025,14.72561288,4.908537627
5247,77.69964318,14.70140908,4.900469693
5249,77.77750219,14.70306701,4.901022336
5251,77.74815492,14.70344077,4.901146923
5253,77.70979636,14.69755949,4.899186496
5255,77.7210548,14.68022334,4.893407781
5257,77.75150735,14.67932166,4.89310722
5259,77.71480844,14.7553293,4.9184431
5261,77.74773129,14.70263685,4.900878949
5263,77.79890684,14.68273237,4.894244123
5265,77.79614191,14.65147474,4.883824912
5267,77.84612677,14.69473475,4.898244915
5269,77.757745,14.72081795,4.906939318
5271,77.79470366,14.74453673,4.914845578
5273,77.80360164,14.75992133,4.919973776
5275,77.80427631,14.69875923,4.89958641
5277,77.80139109,14.71513153,4.905043845
5279,77.79804738,14.71560891,4.905202971
5281,77.79765338,14.70002668,4.900008894
5283,77.84609364,14.64184585,4.880615284
5285,77.824166,14.68194716,4.893982388
5287,77.88297386,14.7079363,4.902645433
5289,77.77509116,14.78380942,4.927936473
5291,77.6203128,14.88559071,4.961863571
5293,77.57436202,14.91899949,4.972999829
5295,77.51060832,14.90242125,4.967473749
5297,77.53898281,14.99139264,4.99713088
5299,77.52116595,14.97350179,4.991167262
5301,77.55007739,14.87411519,4.958038397
5303,77.60613776,14.81740986,4.939136619
5305,77.65514286,14.75231552,4.917438506
5307,77.69974953,14.80768215,4.935894049
5309,77.72184453,14.75456627,4.918188756
5311,77.71774596,14.73193145,4.910643816
5313,77.74479377,14.75935284,4.919784281
5315,77.83076451,14.73134304,4.91044768
5317,77.81306271,14.74310171,4.914367237
5319,77.800631,14.74242022,4.914140074
5321,77.7927982,14.7686648,4.922888267
5323,77.82985101,14.70003236,4.900010788
5325,77.86412668,14.69654196,4.898847322
5327,77.87952903,14.65539999,4.885133331
5329,77.88348814,14.6903512,4.896783734
5331,77.93666678,14.68280945,4.894269818
5333,77.93944217,14.67655997,4.892186657
5335,77.91627153,14.70215799,4.900719331
5337,77.94717211,14.69651682,4.898838939
5339,77.88194704,14.66504239,4.888347464
5341,77.85351676,14.71287168,4.90429056
5343,77.93405353,14.67110269,4.890367562
5345,77.97571745,14.72000188,4.906667294
5347,77.99736093,14.66367822,4.887892741
5349,78.0007029,14.63873818,4.879579393
5351,77.96930373,14.64889004,4.882963348
5353,77.94809433,14.67468704,4.891562346
5355,77.95761468,14.7137676,4.904589201
5357,77.94503478,14.75145535,4.917151782
5359,77.95129858,14.72824456,4.909414853
5361,77.97744161,14.75846419,4.919488062
5363,78.01883183,14.69724569,4.899081897
5365,78.0534492,14.6990187,4.899672901
5367,78.04265099,14.7620277,4.920675899
5369,78.02477659,14.73736441,4.912454805
5371,78.01562758,14.70297367,4.900991224
5373,78.07073086,14.76357079,4.921190264
5375,78.12120036,14.7255253,4.908508433
5377,78.13561598,14.70563495,4.901878316
5379,78.1327482,14.61965933,4.873219776
5381,78.12327493,14.6809856,4.893661867
5383,78.21056014,14.73143871,4.910479569
5385,78.11206006,14.67172076,4.890573588
5387,78.06801998,14.72405884,4.908019612
5389,78.0868689,14.73556657,4.911855524
5391,78.12458417,14.78324679,4.927748931
5393,78.16997883,14.72053275,4.906844251
5395,78.20755638,14.66689572,4.888965239
5397,78.22918068,14.69246782,4.897489272
5399,78.21443034,14.75409574,4.918031914
5401,78.2285095,14.74300913,4.914336378
5403,78.21514511,14.703189,4.901063
5405,78.26440648,14.7338885,4.911296165
5407,78.25674104,14.65855188,4.886183961
5409,78.27644245,14.64840206,4.882800687
5411,78.21125747,14.62743029,4.875810096
5413,78.23815013,14.62719741,4.875732471
5415,78.32971349,14.67873929,4.892913096
5417,78.33018767,14.69622932,4.898743107
5419,78.31997,14.71276522,4.904255074
5421,78.33013537,14.80397895,4.934659649
5423,78.32563583,14.76728495,4.922428317
5425,78.32636803,14.72390834,4.907969446
5427,78.33200074,14.6666507,4.888883567
5429,78.33298398,14.72940933,4.909803108
5431,78.39873205,14.73247346,4.910824486
5433,78.38862595,14.68787057,4.895956858
5435,78.35841224,14.67005825,4.890019416
5437,78.35335134,14.72955147,4.909850489
5439,78.41519261,14.72269916,4.907566386
5441,78.38157068,14.75811184,4.919370612
5443,78.39497168,14.706073,4.902024334
5445,78.39307494,14.7315006,4.910500199
5447,78.39875297,14.70710939,4.902369798
5449,78.48534783,14.70507993,4.901693311
5451,78.49636744,14.67027651,4.89009217
5453,78.50664787,14.73135229,4.910450765
5455,78.50656594,14.68422044,4.894740148
5457,78.4881668,14.73860841,4.912869469
5459,78.5028352,14.78279321,4.927597737
5461,78.51116136,14.788897,4.929632334
5463,78.51600957,14.77551,4.925169998
5465,78.60628809,14.72747844,4.909159479
5467,78.66933574,14.71064091,4.90354697
5469,78.59325667,14.71959973,4.906533242
5471,78.59490412,14.75522466,4.91840822
5473,78.6183136,14.75082556,4.916941853
5475,78.61647613,14.78667332,4.928891106
5477,78.54404935,14.83301612,4.944338707
5479,78.51757857,14.8290082,4.943002732
5481,78.63440457,14.81530213,4.938434043
5483,78.67260623,14.77445654,4.924818848
5485,78.66783647,14.77434525,4.924781751
5487,78.68343233,14.80693556,4.935645188
5489,78.72854108,14.81572912,4.938576373
5491,78.7469472,14.85675114,4.95225038
5493,78.78481588,14.82965002,4.943216673
5495,78.80038036,14.79361545,4.931205149
5497,78.80376417,14.81752504,4.939175014
5499,78.79757883,14.78954839,4.929849464
5501,78.87866998,14.814774,4.938258001
5503,78.82495439,14.79102519,4.930341729
5505,78.90463867,14.7427346,4.914244868
5507,78.90481475,14.81402014,4.938006714
5509,78.87175243,14.79927137,4.933090456
5511,78.93236464,14.78518341,4.928394471
5513,78.97300523,14.74341435,4.914471451
5515,78.95372745,14.63351811,4.87783937
5517,78.88558055,14.73650495,4.912168317
5519,78.90998722,14.82415427,4.941384757
5521,78.95819561,14.81170711,4.937235703
5523,79.00903296,14.80606913,4.935356377
5525,78.98641321,14.84319732,4.94773244
5527,79.00820836,14.88906078,4.963020259
5529,79.03721917,14.82839577,4.942798592
5531,79.03226636,14.80551617,4.935172056
5533,79.05692058,14.89114641,4.963715472
5535,79.03605985,14.87949065,4.959830218
5537,79.00788759,14.81135868,4.937119561
5539,79.05042666,14.78573938,4.928579795
5541,79.12062547,14.77544842,4.925149472
5543,79.12445034,14.85162342,4.950541139
5545,79.11674306,14.86658135,4.955527115
5547,79.17360188,14.85721646,4.952405488
5549,79.21330978,14.89469326,4.964897754
5551,79.1710723,14.87238716,4.957462386
5553,79.18897285,14.90770438,4.969234794
5555,79.11212846,14.91487842,4.97162614
5557,79.1896266,14.8764127,4.958804234
5559,79.20129124,14.8887095,4.962903168
5561,79.24631108,14.88605507,4.962018358
5563,79.2679197,14.95078519,4.983595063
5565,79.24913005,14.97695026,4.992316753
5567,79.22115478,14.96343262,4.987810874
5569,79.21893029,14.9682644,4.989421468
5571,79.22882371,14.91089539,4.970298463
5573,79.29311435,14.92443897,4.97481299
5575,79.30680824,14.95626965,4.985423216
5577,79.34487915,14.99669444,4.998898146
5579,79.34733725,15.00950136,5.00316712
5581,79.39850408,14.97759536,4.992531786
5583,79.43139904,14.90883264,4.969610879
5585,79.42985619,14.90998612,4.969995372
5587,79.41232349,14.93098524,4.97699508
5589,79.40007134,14.91043425,4.970144749
5591,79.43021706,14.97430133,4.991433777
5593,79.44121749,14.98220668,4.994068893
5595,79.50750077,15.01171185,5.003903949
5597,79.45334238,14.97939514,4.993131715
5599,79.45577084,15.00779105,5.002597016
5601,79.53364031,14.97126783,4.990422611
5603,79.63716293,14.86890502,4.956301674
5605,79.7016959,14.91085122,4.970283739
5607,79.74204535,14.88943646,4.963145488
5609,79.74956086,14.92666875,4.975556251
5611,79.73299919,14.99036041,4.996786803
5613,79.7436405,14.96557385,4.988524616
5615,79.75618553,14.97020889,4.990069631
5617,79.71455124,14.95847779,4.986159262
5619,79.78268594,14.96452191,4.988173971
5621,79.8382634,14.98383153,4.994610511
5623,79.79640597,14.98324863,4.994416208
5625,79.79748335,14.93737794,4.979125979
5627,79.90822511,14.9468613,4.982287099
5629,79.90236751,14.96929726,4.989765752
5631,79.87492396,15.01784895,5.005949651
5633,79.89030713,15.0065576,5.002185868
5635,79.94533894,14.97052311,4.990174371
5637,79.94647733,14.9464296,4.982143199
5639,79.95023596,14.94360058,4.981200195
5641,79.95128719,14.9942382,4.998079399
5643,79.96712712,14.99604517,4.998681724
5645,80.04519184,14.9955543,4.9985181
5647,80.02703677,15.05887426,5.019624754
5649,80.04391572,15.03796886,5.012656286
5651,80.10320997,15.0323828,5.010794266
5653,80.19076366,14.98578349,4.995261164
5655,80.13108239,15.02286768,5.00762256
5657,80.09995168,14.99551303,4.998504344
5659,80.13003987,15.01557654,5.005192179
5661,80.1661199,14.96687535,4.988958449
5663,80.18914062,14.96271292,4.987570972
5665,80.19699085,14.93002982,4.976676607
5667,80.21870232,14.98339087,4.994463623
5669,80.20587139,14.99264116,4.997547054
5671,80.28298599,15.03721314,5.012404381
5673,80.30139559,14.99003159,4.996677197
5675,80.29239476,14.9947603,4.998253432
5677,80.32007541,14.99145734,4.997152446
5679,80.3259888,15.02046789,5.00682263
5681,80.34506435,15.05248831,5.017496104
5683,80.32093662,15.04817016,5.016056721
5685,80.31818912,15.08004198,5.02668066
5687,80.30280944,15.06334718,5.021115727
5689,80.35686149,15.07507469,5.025024898
5691,80.4114714,15.03640903,5.012136342
5693,80.43584146,15.04518311,5.015061037
5695,80.47542384,15.05552881,5.018509602
5697,80.45906092,15.08048552,5.026828506
5699,80.4582032,15.15480117,5.051600389
5701,80.47416341,15.11079135,5.036930449
5703,80.42727298,15.15414122,5.051380405
5705,80.44039853,15.1647671,5.054922368
5707,80.473813,15.2367725,5.078924165
5709,80.49895013,15.19833357,5.066111191
5711,80.54489045,15.20108655,5.06702885
5713,80.49586094,15.21351059,5.071170195
5715,80.53842094,15.17827125,5.059423752
5717,80.60796773,15.19015749,5.063385829
5719,80.66399672,15.2160782,5.072026066
5721,80.64998555,15.17845363,5.059484543
5723,80.65344084,15.20625365,5.068751217
5725,80.66013001,15.17451105,5.058170351
5727,80.64558712,15.19126303,5.063754344
5729,80.6755219,15.16432301,5.054774336
5731,80.73062867,15.1644343,5.054811433
5733,80.70563101,15.16663442,5.055544807
5735,80.69289422,15.19424702,5.064749007
5737,80.65812169,15.19511793,5.06503931
5739,80.73568085,15.25298152,5.084327172
5741,80.70484825,15.24570691,5.081902304
5743,80.71152173,15.26154432,5.087181439
5745,80.81628038,15.27555937,5.091853123
5747,80.78411762,15.22121698,5.073738993
5749,80.80278872,15.21717597,5.072391991
5751,80.7634783,15.27404699,5.091348998
5753,80.78103889,15.2943214,5.098107133
5755,80.84510465,15.2319268,5.077308933
5757,80.8832453,15.25172861,5.083909537
5759,80.84496344,15.27907546,5.093025153
5761,80.88892333,15.29078141,5.096927135
5763,80.91404825,15.26070049,5.086900164
5765,80.9455067,15.27594331,5.091981104
5767,80.90524791,15.29621272,5.098737574
5769,80.87631032,15.26187523,5.087291743
5771,80.87563042,15.28817082,5.096056939
5773,80.91152042,15.31087395,5.10362465
5775,80.88239629,15.3427066,5.114235533
5777,80.89729133,15.34303236,5.114344119
5779,80.8915732,15.35061618,5.11687206
5781,80.89290511,15.40082941,5.133609804
5783,80.94622844,15.38885746,5.129619154
5785,80.98536628,15.44212062,5.14737354
5787,80.90148754,15.39883218,5.132944061
5789,80.87560601,15.3288484,5.109616132
5791,80.92386322,15.32887701,5.109625669
5793,80.9705863,15.3239971,5.107999033
5795,81.01875983,15.32404355,5.108014518
5797,81.01303472,15.37333461,5.124444871
5799,80.99473669,15.34693606,5.115645355
5801,81.03519074,15.35343672,5.117812238
5803,81.09309556,15.38653722,5.128845739
5805,81.05139851,15.37982139,5.126607131
5807,81.04246044,15.3291651,5.109721699
5809,81.04243604,15.37389019,5.124630062
5811,81.06026859,15.31274621,5.104248737
5813,81.10090744,15.33270306,5.110901021
5815,81.18565959,15.31215522,5.104051739
5817,81.15607696,15.30697025,5.102323417
5819,81.18681019,15.30418724,5.101395747
5821,81.22048616,15.3286799,5.109559967
5823,81.25038432,15.37514324,5.125047747
5825,81.26620682,15.44376921,5.147923069
5827,81.28066951,15.43792689,5.145975632
5829,81.22455161,15.41326881,5.13775627
5831,81.24962249,15.40836511,5.136121702
5833,81.27828637,15.36109,5.120363332
5835,81.28910027,15.37705085,5.125683615
5837,81.27857054,15.40048707,5.13349569
5839,81.24498522,15.46092796,5.153642654
5841,81.25505297,15.47045227,5.156817422
5843,81.26248131,15.39379837,5.131266123
5845,81.28891199,15.39022631,5.130075437
5847,81.35430268,15.43150589,5.143835296
5849,81.31739108,15.43487085,5.144956948
5851,81.33034754,15.45794208,5.152647359
5853,81.29685287,15.47591577,5.158638589
5855,81.32893892,15.42703719,5.14234573
5857,81.34903084,15.35818979,5.119396595
5859,81.33924202,15.45689274,5.152297582
5861,81.33789268,15.48853449,5.162844831
5863,81.36439658,15.43835125,5.146117085
5865,81.39812485,15.44106701,5.147022335
5867,81.39889889,15.45719037,5.15239679
5869,81.41752292,15.47728998,5.159096659
5871,81.48637936,15.46528912,5.155096372
5873,81.42136348,15.46415057,5.154716858
5875,81.40813507,15.46149926,5.153833086
5877,81.46114286,15.49167674,5.163892246
5879,81.43283113,15.50726309,5.169087698
5881,81.46910815,15.44258426,5.147528088
5883,81.47246581,15.4544233,5.151474432
5885,81.39302734,15.40151688,5.13383896
5887,81.47626279,15.45022647,5.150075489
